name: 15be5c49-5377-4757-a408-8150fac602eb num_items: 20002
token, class_id, token_value, token_tf, token_df
кларк, @default_class, 4.294421160011552e-05, 120.0, 51.0
усадьба, @default_class, 0.0001070026628440246, 299.0, 151.0
казанский, @default_class, 8.946711022872478e-05, 250.0, 162.0
обвинение, @default_class, 8.087826427072287e-05, 226.0, 159.0
действительно, @default_class, 6.942647451069206e-05, 194.0, 170.0
пролив, @default_class, 0.00010843413474503905, 303.0, 136.0
урочище, @default_class, 2.6840132704819553e-05, 75.0, 50.0
99, @default_class, 2.5766526960069314e-05, 72.0, 62.0
генерал, @default_class, 0.0003639521892182529, 1017.0, 403.0
сопровождение, @default_class, 3.972339618485421e-05, 111.0, 97.0
предположительно, @default_class, 6.871073856018484e-05, 192.0, 168.0
одноимённый, @default_class, 0.00013992656022310257, 391.0, 362.0
поэт, @default_class, 0.00017964995640795678, 502.0, 301.0
предлагать, @default_class, 0.0001184544526040554, 331.0, 277.0
маршрут, @default_class, 0.0001689139025984332, 472.0, 261.0
петербург, @default_class, 7.515236939070746e-05, 210.0, 134.0
2000-й, @default_class, 4.473355511436239e-05, 125.0, 112.0
словакия, @default_class, 4.3302079575369135e-05, 121.0, 81.0
эмигрировать, @default_class, 2.7198000680073164e-05, 76.0, 75.0
федерация, @default_class, 0.00036466793972067535, 1019.0, 535.0
обзор, @default_class, 3.8649792259093374e-05, 108.0, 91.0
теория, @default_class, 0.00023511955805588514, 657.0, 323.0
смочь, @default_class, 0.00041655884706415236, 1164.0, 737.0
передавать, @default_class, 3.8649792259093374e-05, 108.0, 80.0
показатель, @default_class, 9.233005403075367e-05, 258.0, 191.0
дизайн, @default_class, 7.551023736596107e-05, 211.0, 142.0
произрастать, @default_class, 3.1134553864831105e-05, 87.0, 80.0
интересный, @default_class, 3.041881791432388e-05, 85.0, 82.0
четверо, @default_class, 4.043913213536143e-05, 113.0, 96.0
характерный, @default_class, 0.00017356619355268776, 485.0, 392.0
сутки, @default_class, 0.00010879200272029266, 304.0, 177.0
генерал-майор, @default_class, 0.0001184544526040554, 331.0, 230.0
billboard, @default_class, 4.4017819163855165e-05, 123.0, 81.0
нога, @default_class, 0.0001299062423640862, 363.0, 261.0
сан, @default_class, 4.1154871723847464e-05, 115.0, 78.0
потеря, @default_class, 0.0001860915799625218, 520.0, 295.0
мнение, @default_class, 0.00033138616709038615, 926.0, 570.0
плита, @default_class, 3.0060948120080866e-05, 84.0, 53.0
диапазон, @default_class, 6.0479764215415344e-05, 169.0, 119.0
немецкий, @default_class, 0.0007425770163536072, 2075.0, 1060.0
лидер, @default_class, 0.00023655102995689958, 661.0, 434.0
1981, @default_class, 0.00017857634520623833, 499.0, 381.0
сюжет, @default_class, 0.0001549570297356695, 433.0, 254.0
административно-территориальный, @default_class, 9.805594891076908e-05, 274.0, 245.0
секунда, @default_class, 9.054071415448561e-05, 253.0, 157.0
реальный, @default_class, 0.00015066261403262615, 421.0, 305.0
1886, @default_class, 4.8312238504877314e-05, 135.0, 109.0
движение, @default_class, 0.0005872620968148112, 1641.0, 815.0
минута, @default_class, 0.00023010940640233457, 643.0, 393.0
длиться, @default_class, 4.3659947550622746e-05, 122.0, 111.0
отличие, @default_class, 0.00035142680280841887, 982.0, 753.0
точка, @default_class, 0.000360731384716928, 1008.0, 646.0
луи, @default_class, 4.8312238504877314e-05, 135.0, 74.0
26, @default_class, 0.00040117051685228944, 1121.0, 863.0
кадр, @default_class, 8.016252832021564e-05, 224.0, 154.0
расстрелять, @default_class, 4.723863457911648e-05, 132.0, 99.0
раса, @default_class, 2.9703080144827254e-05, 83.0, 50.0
выше, @default_class, 0.00017929208115674555, 501.0, 380.0
екатерина, @default_class, 0.00014851540618110448, 415.0, 228.0
диск, @default_class, 0.0001470839197281748, 411.0, 230.0
юго-запад, @default_class, 0.00015424129378516227, 431.0, 343.0
по-прежнему, @default_class, 5.153305392013863e-05, 144.0, 129.0
стремиться, @default_class, 8.409908332396299e-05, 235.0, 198.0
способный, @default_class, 0.00013885294902138412, 388.0, 286.0
облик, @default_class, 3.793405267060734e-05, 106.0, 82.0
племянник, @default_class, 5.940616028965451e-05, 166.0, 130.0
оказать, @default_class, 0.0001012767679640092, 283.0, 247.0
останавливаться, @default_class, 2.397718526481185e-05, 67.0, 61.0
стадион, @default_class, 0.00015710423758719116, 439.0, 197.0
океан, @default_class, 0.00013205345021560788, 369.0, 220.0
преподавание, @default_class, 2.4335053240065463e-05, 68.0, 54.0
сравнение, @default_class, 0.00017356619355268776, 485.0, 363.0
турок, @default_class, 4.723863457911648e-05, 132.0, 73.0
военный, @default_class, 0.0011781029170379043, 3292.0, 1354.0
сколько, @default_class, 4.437568713910878e-05, 124.0, 109.0
терять, @default_class, 4.437568713910878e-05, 124.0, 111.0
община, @default_class, 0.0001435052399756387, 401.0, 228.0
деталь, @default_class, 9.161431808024645e-05, 256.0, 183.0
вариант, @default_class, 0.00025408659712411463, 710.0, 500.0
талантливый, @default_class, 2.648226472956594e-05, 74.0, 71.0
почему, @default_class, 4.688076660386287e-05, 131.0, 111.0
солнце, @default_class, 9.59087410592474e-05, 268.0, 173.0
часовня, @default_class, 7.372089748969302e-05, 206.0, 103.0
резко, @default_class, 8.910924225347117e-05, 249.0, 218.0
номинация, @default_class, 0.00012811689521186054, 358.0, 212.0
to, @default_class, 8.087826427072287e-05, 226.0, 146.0
контракт, @default_class, 0.00031134553137235343, 870.0, 399.0
миля, @default_class, 6.799500260967761e-05, 190.0, 93.0
горький, @default_class, 3.721831672010012e-05, 104.0, 92.0
повторить, @default_class, 2.4335053240065463e-05, 68.0, 65.0
житомирский, @default_class, 0.0012754431227222085, 3564.0, 1421.0
преподаватель, @default_class, 0.00012489609071053565, 349.0, 267.0
2017, @default_class, 0.00022545711544808, 630.0, 402.0
азербайджан, @default_class, 0.00010306610784027725, 288.0, 102.0
1998, @default_class, 0.00028271606424823403, 790.0, 610.0
близ, @default_class, 0.00012346460425760597, 345.0, 300.0
оригинальный, @default_class, 0.0001435052399756387, 401.0, 290.0
мясо, @default_class, 7.87310564192012e-05, 220.0, 93.0
градус, @default_class, 2.361931728955824e-05, 66.0, 51.0
побывать, @default_class, 3.041881791432388e-05, 85.0, 76.0
1842, @default_class, 3.220815779059194e-05, 90.0, 87.0
зерно, @default_class, 2.0398500055307522e-05, 57.0, 53.0
тюремный, @default_class, 1.9324896129546687e-05, 54.0, 53.0
документальный, @default_class, 7.05000784364529e-05, 197.0, 156.0
китай, @default_class, 0.0003199343918822706, 894.0, 489.0
пятнадцать, @default_class, 1.860915836005006e-05, 52.0, 50.0
боеприпас, @default_class, 5.224878987064585e-05, 146.0, 102.0
нью-йорк, @default_class, 0.00018716519116424024, 523.0, 318.0
восемь, @default_class, 0.00012704329856205732, 355.0, 300.0
шотландский, @default_class, 4.652289499063045e-05, 130.0, 80.0
дискуссия, @default_class, 2.791373844956979e-05, 78.0, 69.0
граф, @default_class, 0.0005257087177596986, 1469.0, 354.0
серебряный, @default_class, 0.0003167135582771152, 885.0, 625.0
привлечь, @default_class, 8.016252832021564e-05, 224.0, 191.0
поставить, @default_class, 0.0002673277340363711, 747.0, 565.0
обеспечение, @default_class, 0.0002050586190307513, 573.0, 326.0
маршал, @default_class, 8.123613224597648e-05, 227.0, 66.0
муж, @default_class, 0.00022223629639483988, 621.0, 364.0
приниматься, @default_class, 2.8271606424823403e-05, 79.0, 61.0
фёдор, @default_class, 0.00011773871665354818, 329.0, 163.0
туризм, @default_class, 3.6502580769592896e-05, 102.0, 72.0
собрание, @default_class, 0.00024335054331459105, 680.0, 410.0
синий, @default_class, 5.6185344874393195e-05, 157.0, 105.0
дополнение, @default_class, 5.582747689913958e-05, 156.0, 121.0
официально, @default_class, 0.00017893422045744956, 500.0, 413.0
городок, @default_class, 8.660415915073827e-05, 242.0, 194.0
дубовский, @default_class, 3.793405267060734e-05, 106.0, 50.0
награда, @default_class, 0.00023154087830334902, 647.0, 471.0
сохранить, @default_class, 0.0001377793523715809, 385.0, 335.0
отправлять, @default_class, 2.004063208005391e-05, 56.0, 50.0
нижний, @default_class, 0.00035929991281591356, 1004.0, 651.0
балка, @default_class, 4.938584243063815e-05, 138.0, 81.0
достаться, @default_class, 4.258634362486191e-05, 119.0, 108.0
ирландский, @default_class, 0.00010485545499250293, 293.0, 129.0
фотография, @default_class, 0.00010163463593926281, 284.0, 169.0
произведение, @default_class, 0.00038542429683730006, 1077.0, 583.0
женщина, @default_class, 0.0006155337323434651, 1720.0, 1207.0
вывести, @default_class, 0.00012561182666104287, 351.0, 304.0
катание, @default_class, 6.513205880764872e-05, 182.0, 88.0
убийство, @default_class, 0.00018644945521373302, 521.0, 267.0
суд, @default_class, 0.00042622131877578795, 1191.0, 543.0
издавать, @default_class, 3.721831672010012e-05, 104.0, 93.0
постоянно, @default_class, 0.0001635458756936714, 457.0, 376.0
существование, @default_class, 0.00018788092711474746, 525.0, 415.0
речка, @default_class, 4.8312238504877314e-05, 135.0, 94.0
популярный, @default_class, 0.00025408659712411463, 710.0, 538.0
мост, @default_class, 0.0003431958321016282, 959.0, 289.0
«оскар», @default_class, 3.507110523059964e-05, 98.0, 65.0
экспериментальный, @default_class, 5.6185344874393195e-05, 157.0, 114.0
ночью, @default_class, 5.761681677540764e-05, 161.0, 136.0
обвинять, @default_class, 3.256602940382436e-05, 91.0, 77.0
присутствовать, @default_class, 0.00016569308354519308, 463.0, 369.0
скала, @default_class, 7.33630295144394e-05, 205.0, 129.0
употребление, @default_class, 5.511173731065355e-05, 154.0, 101.0
поиск, @default_class, 0.00019861698092427105, 555.0, 378.0
сохранять, @default_class, 7.658384856767952e-05, 214.0, 184.0
владимир, @default_class, 0.00037075168802402914, 1036.0, 562.0
певица, @default_class, 0.00010378184379078448, 290.0, 141.0
словарь, @default_class, 4.5807159040123224e-05, 128.0, 81.0
стол, @default_class, 5.690108082490042e-05, 159.0, 112.0
форум, @default_class, 3.435536928009242e-05, 96.0, 57.0
содержать, @default_class, 0.0002988201449625194, 835.0, 604.0
функция, @default_class, 0.00021293171448633075, 595.0, 359.0
помогать, @default_class, 0.00012489609071053565, 349.0, 298.0
мария, @default_class, 0.0003346070006955415, 935.0, 390.0
б, @default_class, 0.00018215503951068968, 509.0, 337.0
носить, @default_class, 0.000225814976147376, 631.0, 522.0
тенденция, @default_class, 3.972339618485421e-05, 111.0, 88.0
48, @default_class, 6.226910772966221e-05, 174.0, 161.0
утвердить, @default_class, 0.00013348492211662233, 373.0, 291.0
бизнес, @default_class, 7.980466034496203e-05, 223.0, 141.0
«история, @default_class, 4.187060767435469e-05, 117.0, 82.0
танк, @default_class, 0.0001921753428177908, 537.0, 171.0
парламентский, @default_class, 3.757618469535373e-05, 105.0, 70.0
гуманитарный, @default_class, 2.7555868655326776e-05, 77.0, 54.0
взрыв, @default_class, 5.224878987064585e-05, 146.0, 88.0
51, @default_class, 6.012189624016173e-05, 168.0, 153.0
мать, @default_class, 0.0004591452016029507, 1283.0, 756.0
10-й, @default_class, 4.3302079575369135e-05, 121.0, 96.0
оформление, @default_class, 4.1512739699101076e-05, 116.0, 95.0
ведомство, @default_class, 4.544929106486961e-05, 127.0, 78.0
поход, @default_class, 0.00021901547734159976, 612.0, 309.0
долго, @default_class, 6.19112397544086e-05, 173.0, 155.0
связанный, @default_class, 0.0001860915799625218, 520.0, 438.0
десятилетие, @default_class, 7.407876546494663e-05, 207.0, 175.0
сегмент, @default_class, 5.0817317969631404e-05, 142.0, 79.0
пост, @default_class, 0.00034713238710537553, 970.0, 593.0
входящий, @default_class, 4.544929106486961e-05, 127.0, 112.0
ди, @default_class, 7.62259733164683e-05, 213.0, 83.0
установить, @default_class, 0.0005117518594488502, 1430.0, 1024.0
чиновник, @default_class, 6.012189624016173e-05, 168.0, 129.0
модернизация, @default_class, 5.260666148387827e-05, 147.0, 105.0
поступить, @default_class, 0.0002913048956543207, 814.0, 664.0
пустынь, @default_class, 4.3659947550622746e-05, 122.0, 68.0
ректор, @default_class, 4.688076660386287e-05, 131.0, 85.0
дело, @default_class, 0.0007558181532658637, 2112.0, 1160.0
рукоположить, @default_class, 2.9345212169573642e-05, 82.0, 73.0
украина.############код, @default_class, 4.3659947550622746e-05, 122.0, 122.0
турция, @default_class, 9.59087410592474e-05, 268.0, 192.0
рим, @default_class, 0.00019038601021748036, 532.0, 311.0
эскадра, @default_class, 7.658384856767952e-05, 214.0, 70.0
поезд, @default_class, 0.00017320831830147654, 484.0, 177.0
архиепископ, @default_class, 8.946711022872478e-05, 250.0, 141.0
служащий, @default_class, 6.226910772966221e-05, 174.0, 150.0
рейс, @default_class, 8.624629117548466e-05, 241.0, 109.0
трава, @default_class, 4.938584243063815e-05, 138.0, 93.0
